PA,SZ,AG,Pop
Paya Lebar,Airport Road,90_and_over,0
Paya Lebar,Paya Lebar East,0_to_4,0
Paya Lebar,Paya Lebar East,5_to_9,0
Paya Lebar,Paya Lebar East,10_to_14,0
Paya Lebar,Paya Lebar East,15_to_19,0
Paya Lebar,Paya Lebar East,20_to_24,0
Paya Lebar,Paya Lebar East,25_to_29,0
Paya Lebar,Paya Lebar East,30_to_34,0
Paya Lebar,Paya Lebar East,35_to_39,0
Paya Lebar,Paya Lebar East,40_to_44,0
Paya Lebar,Paya Lebar East,45_to_49,0
Paya Lebar,Paya Lebar East,50_to_54,0
Paya Lebar,Paya Lebar East,55_to_59,0
Paya Lebar,Paya Lebar East,60_to_64,0
Paya Lebar,Paya Lebar East,65_to_69,0
Paya Lebar,Paya Lebar East,70_to_74,0
Paya Lebar,Paya Lebar East,75_to_79,0
Paya Lebar,Paya Lebar East,80_to_84,0
Paya Lebar,Paya Lebar East,85_to_89,0
Paya Lebar,Paya Lebar East,90_and_over,0
Paya Lebar,Paya Lebar North,0_to_4,0
Paya Lebar,Paya Lebar North,5_to_9,0
Paya Lebar,Paya Lebar North,10_to_14,0
Paya Lebar,Paya Lebar North,15_to_19,0
Paya Lebar,Paya Lebar North,20_to_24,0
Paya Lebar,Paya Lebar North,25_to_29,0
Paya Lebar,Paya Lebar North,30_to_34,0
Paya Lebar,Paya Lebar North,35_to_39,0
Paya Lebar,Paya Lebar North,40_to_44,0
Paya Lebar,Paya Lebar North,45_to_49,0
Paya Lebar,Paya Lebar North,50_to_54,0
Paya Lebar,Paya Lebar North,55_to_59,0
Paya Lebar,Paya Lebar North,60_to_64,0
Paya Lebar,Paya Lebar North,65_to_69,0
Paya Lebar,Paya Lebar North,70_to_74,0
Paya Lebar,Paya Lebar North,75_to_79,0
Paya Lebar,Paya Lebar North,80_to_84,0
Paya Lebar,Paya Lebar North,85_to_89,0
Paya Lebar,Paya Lebar North,90_and_over,0
Paya Lebar,Paya Lebar West,0_to_4,0
Paya Lebar,Paya Lebar West,5_to_9,0
Paya Lebar,Paya Lebar West,10_to_14,0
Paya Lebar,Paya Lebar West,15_to_19,0
Paya Lebar,Paya Lebar West,20_to_24,0
Paya Lebar,Paya Lebar West,25_to_29,0
Paya Lebar,Paya Lebar West,30_to_34,0
Paya Lebar,Paya Lebar West,35_to_39,0
Paya Lebar,Paya Lebar West,40_to_44,0
Paya Lebar,Paya Lebar West,45_to_49,0
Paya Lebar,Paya Lebar West,50_to_54,0
Paya Lebar,Paya Lebar West,55_to_59,0
Paya Lebar,Paya Lebar West,60_to_64,0
Paya Lebar,Paya Lebar West,65_to_69,0
Paya Lebar,Paya Lebar West,70_to_74,0
Paya Lebar,Paya Lebar West,75_to_79,0
Paya Lebar,Paya Lebar West,80_to_84,0
Paya Lebar,Paya Lebar West,85_to_89,0
Paya Lebar,Paya Lebar West,90_and_over,0
Paya Lebar,Plab,0_to_4,0
Paya Lebar,Plab,5_to_9,0
Paya Lebar,Plab,10_to_14,0
Paya Lebar,Plab,15_to_19,0
Paya Lebar,Plab,20_to_24,0
Paya Lebar,Plab,25_to_29,0
Paya Lebar,Plab,30_to_34,0
Paya Lebar,Plab,35_to_39,0
Paya Lebar,Plab,40_to_44,0
Paya Lebar,Plab,45_to_49,0
Paya Lebar,Plab,50_to_54,0
Paya Lebar,Plab,55_to_59,0
Paya Lebar,Plab,60_to_64,0
Paya Lebar,Plab,65_to_69,0
Paya Lebar,Plab,70_to_74,0
Paya Lebar,Plab,75_to_79,0
Paya Lebar,Plab,80_to_84,0
Paya Lebar,Plab,85_to_89,0
Paya Lebar,Plab,90_and_over,0
Pioneer,Benoi Sector,0_to_4,0
Pioneer,Benoi Sector,5_to_9,0
Pioneer,Benoi Sector,10_to_14,0
Pioneer,Benoi Sector,15_to_19,0
Pioneer,Benoi Sector,20_to_24,0
Pioneer,Benoi Sector,25_to_29,0
Pioneer,Benoi Sector,30_to_34,0
Pioneer,Benoi Sector,35_to_39,0
Pioneer,Benoi Sector,40_to_44,0
Pioneer,Benoi Sector,45_to_49,0
Pioneer,Benoi Sector,50_to_54,0
Pioneer,Benoi Sector,55_to_59,0
Pioneer,Benoi Sector,60_to_64,0
Pioneer,Benoi Sector,65_to_69,0
Pioneer,Benoi Sector,70_to_74,0
Pioneer,Benoi Sector,75_to_79,0
Pioneer,Benoi Sector,80_to_84,0
Pioneer,Benoi Sector,85_to_89,0
Pioneer,Benoi Sector,90_and_over,0
Pioneer,Gul Basin,0_to_4,0
Pioneer,Gul Basin,5_to_9,0
Pioneer,Gul Basin,10_to_14,0
Pioneer,Gul Basin,15_to_19,0
Pioneer,Gul Basin,20_to_24,0
Pioneer,Gul Basin,25_to_29,0
Pioneer,Gul Basin,30_to_34,0
Pioneer,Gul Basin,35_to_39,0
Pioneer,Gul Basin,40_to_44,0
Pioneer,Gul Basin,45_to_49,0
Pioneer,Gul Basin,50_to_54,0
Pioneer,Gul Basin,55_to_59,0
Pioneer,Gul Basin,60_to_64,0
Pioneer,Gul Basin,65_to_69,0
Pioneer,Gul Basin,70_to_74,0
Pioneer,Gul Basin,75_to_79,0
Pioneer,Gul Basin,80_to_84,0
Pioneer,Gul Basin,85_to_89,0
Pioneer,Gul Basin,90_and_over,0
Pioneer,Gul Circle,0_to_4,0
Pioneer,Gul Circle,5_to_9,0
Pioneer,Gul Circle,10_to_14,0
Pioneer,Gul Circle,15_to_19,0
Pioneer,Gul Circle,20_to_24,0
Pioneer,Gul Circle,25_to_29,0
Pioneer,Gul Circle,30_to_34,0
Pioneer,Gul Circle,35_to_39,0
Pioneer,Gul Circle,40_to_44,0
Pioneer,Gul Circle,45_to_49,0
Pioneer,Gul Circle,50_to_54,0
Pioneer,Gul Circle,55_to_59,0
Pioneer,Gul Circle,60_to_64,0
Pioneer,Gul Circle,65_to_69,0
Pioneer,Gul Circle,70_to_74,0
Pioneer,Gul Circle,75_to_79,0
Pioneer,Gul Circle,80_to_84,0
Pioneer,Gul Circle,85_to_89,0
Pioneer,Gul Circle,90_and_over,0
Pioneer,Joo Koon,0_to_4,0
Pioneer,Joo Koon,5_to_9,0
Pioneer,Joo Koon,10_to_14,0
Pioneer,Joo Koon,15_to_19,0
Pioneer,Joo Koon,20_to_24,0
Pioneer,Joo Koon,25_to_29,0
Pioneer,Joo Koon,30_to_34,0
Pioneer,Joo Koon,35_to_39,0
Pioneer,Joo Koon,40_to_44,0
Pioneer,Joo Koon,45_to_49,0
Pioneer,Joo Koon,50_to_54,0
Pioneer,Joo Koon,55_to_59,0
Pioneer,Joo Koon,60_to_64,0
Pioneer,Joo Koon,65_to_69,0
Pioneer,Joo Koon,70_to_74,0
Pioneer,Joo Koon,75_to_79,0
Pioneer,Joo Koon,80_to_84,0
Pioneer,Joo Koon,85_to_89,0
Pioneer,Joo Koon,90_and_over,0
Pioneer,Pioneer Sector,0_to_4,0
Pioneer,Pioneer Sector,5_to_9,0
Pioneer,Pioneer Sector,10_to_14,0
Pioneer,Pioneer Sector,15_to_19,0
Pioneer,Pioneer Sector,20_to_24,0
Pioneer,Pioneer Sector,25_to_29,0
Pioneer,Pioneer Sector,30_to_34,0
Pioneer,Pioneer Sector,35_to_39,0
Pioneer,Pioneer Sector,40_to_44,0
Pioneer,Pioneer Sector,45_to_49,0
Pioneer,Pioneer Sector,50_to_54,0
Pioneer,Pioneer Sector,55_to_59,0
Pioneer,Pioneer Sector,60_to_64,0
Pioneer,Pioneer Sector,65_to_69,0
Pioneer,Pioneer Sector,70_to_74,0
Pioneer,Pioneer Sector,75_to_79,0
Pioneer,Pioneer Sector,80_to_84,0
Pioneer,Pioneer Sector,85_to_89,0
Pioneer,Pioneer Sector,90_and_over,0
Punggol,Coney Island,0_to_4,0
Punggol,Coney Island,5_to_9,0
Punggol,Coney Island,10_to_14,0
Punggol,Coney Island,15_to_19,0
Punggol,Coney Island,20_to_24,0
Punggol,Coney Island,25_to_29,0
Punggol,Coney Island,30_to_34,0
Punggol,Coney Island,35_to_39,0
Punggol,Coney Island,40_to_44,0
Punggol,Coney Island,45_to_49,0
Punggol,Coney Island,50_to_54,0
Punggol,Coney Island,55_to_59,0
Punggol,Coney Island,60_to_64,0
Punggol,Coney Island,65_to_69,0
Punggol,Coney Island,70_to_74,0
Punggol,Coney Island,75_to_79,0
Punggol,Coney Island,80_to_84,0
Punggol,Coney Island,85_to_89,0
Punggol,Coney Island,90_and_over,0
Punggol,Matilda,0_to_4,5690
Punggol,Matilda,5_to_9,4710
Punggol,Matilda,10_to_14,2830
Punggol,Matilda,15_to_19,2140
Punggol,Matilda,20_to_24,1700
Punggol,Matilda,25_to_29,2810
Punggol,Matilda,30_to_34,6040
Punggol,Matilda,35_to_39,7320
Punggol,Matilda,40_to_44,4770
Punggol,Matilda,45_to_49,3500
Punggol,Matilda,50_to_54,2430
Punggol,Matilda,55_to_59,2050
Punggol,Matilda,60_to_64,1680
Punggol,Matilda,65_to_69,1450
Punggol,Matilda,70_to_74,950
Punggol,Matilda,75_to_79,530
Punggol,Matilda,80_to_84,290
Punggol,Matilda,85_to_89,130
Punggol,Matilda,90_and_over,70
Punggol,Northshore,0_to_4,0
Punggol,Northshore,5_to_9,10
Punggol,Northshore,10_to_14,20
Punggol,Northshore,15_to_19,20
Punggol,Northshore,20_to_24,30
Punggol,Northshore,25_to_29,30
Punggol,Northshore,30_to_34,20
Punggol,Northshore,35_to_39,10
Punggol,Northshore,40_to_44,20
Punggol,Northshore,45_to_49,20
Punggol,Northshore,50_to_54,30
Punggol,Northshore,55_to_59,30
Punggol,Northshore,60_to_64,30
Punggol,Northshore,65_to_69,20
Punggol,Northshore,70_to_74,10
Punggol,Northshore,75_to_79,0
Punggol,Northshore,80_to_84,0
Punggol,Northshore,85_to_89,10
Punggol,Northshore,90_and_over,0
Punggol,Punggol Canal,0_to_4,0
Punggol,Punggol Canal,5_to_9,0
Punggol,Punggol Canal,10_to_14,0
Punggol,Punggol Canal,15_to_19,0
Punggol,Punggol Canal,20_to_24,0
Punggol,Punggol Canal,25_to_29,0
Punggol,Punggol Canal,30_to_34,0
Punggol,Punggol Canal,35_to_39,0
Punggol,Punggol Canal,40_to_44,0
Punggol,Punggol Canal,45_to_49,0
Punggol,Punggol Canal,50_to_54,0
Punggol,Punggol Canal,55_to_59,0
Punggol,Punggol Canal,60_to_64,0
Punggol,Punggol Canal,65_to_69,0
Punggol,Punggol Canal,70_to_74,0
Punggol,Punggol Canal,75_to_79,0
Punggol,Punggol Canal,80_to_84,0
Punggol,Punggol Canal,85_to_89,0
Punggol,Punggol Canal,90_and_over,0
Punggol,Punggol Field,0_to_4,2670
Punggol,Punggol Field,5_to_9,3510
Punggol,Punggol Field,10_to_14,3930
Punggol,Punggol Field,15_to_19,3250
Punggol,Punggol Field,20_to_24,2580
Punggol,Punggol Field,25_to_29,2490
Punggol,Punggol Field,30_to_34,2940
Punggol,Punggol Field,35_to_39,4310
Punggol,Punggol Field,40_to_44,5240
Punggol,Punggol Field,45_to_49,4850
Punggol,Punggol Field,50_to_54,3270
Punggol,Punggol Field,55_to_59,2910
Punggol,Punggol Field,60_to_64,2390
Punggol,Punggol Field,65_to_69,1810
Punggol,Punggol Field,70_to_74,1220
Punggol,Punggol Field,75_to_79,690
Punggol,Punggol Field,80_to_84,440
Punggol,Punggol Field,85_to_89,200
Punggol,Punggol Field,90_and_over,120
Punggol,Punggol Town Centre,0_to_4,2770
Punggol,Punggol Town Centre,5_to_9,1920
Punggol,Punggol Town Centre,10_to_14,1060
Punggol,Punggol Town Centre,15_to_19,720
Punggol,Punggol Town Centre,20_to_24,570
Punggol,Punggol Town Centre,25_to_29,1110
Punggol,Punggol Town Centre,30_to_34,3190
Punggol,Punggol Town Centre,35_to_39,3130
Punggol,Punggol Town Centre,40_to_44,1860
Punggol,Punggol Town Centre,45_to_49,1260
Punggol,Punggol Town Centre,50_to_54,880
Punggol,Punggol Town Centre,55_to_59,710
Punggol,Punggol Town Centre,60_to_64,560
Punggol,Punggol Town Centre,65_to_69,470
Punggol,Punggol Town Centre,70_to_74,340
Punggol,Punggol Town Centre,75_to_79,170
Punggol,Punggol Town Centre,80_to_84,100
Punggol,Punggol Town Centre,85_to_89,60
Punggol,Punggol Town Centre,90_and_over,20
Punggol,Waterway East,0_to_4,5750
Punggol,Waterway East,5_to_9,4580
Punggol,Waterway East,10_to_14,3010
Punggol,Waterway East,15_to_19,2080
Punggol,Waterway East,20_to_24,1530
Punggol,Waterway East,25_to_29,2440
Punggol,Waterway East,30_to_34,6450
Punggol,Waterway East,35_to_39,7000
Punggol,Waterway East,40_to_44,4790
Punggol,Waterway East,45_to_49,3320
Punggol,Waterway East,50_to_54,2260
Punggol,Waterway East,55_to_59,1860
Punggol,Waterway East,60_to_64,1500
Punggol,Waterway East,65_to_69,1360
Punggol,Waterway East,70_to_74,890
Punggol,Waterway East,75_to_79,490
Punggol,Waterway East,80_to_84,280
Punggol,Waterway East,85_to_89,140
Punggol,Waterway East,90_and_over,70
Queenstown,Commonwealth,0_to_4,190
Queenstown,Commonwealth,5_to_9,210
Queenstown,Commonwealth,10_to_14,280
Queenstown,Commonwealth,15_to_19,270
Queenstown,Commonwealth,20_to_24,320
Queenstown,Commonwealth,25_to_29,410
Queenstown,Commonwealth,30_to_34,430
Queenstown,Commonwealth,35_to_39,460
Queenstown,Commonwealth,40_to_44,470
Queenstown,Commonwealth,45_to_49,620
Queenstown,Commonwealth,50_to_54,570
Queenstown,Commonwealth,55_to_59,620
Queenstown,Commonwealth,60_to_64,550
Queenstown,Commonwealth,65_to_69,460
Queenstown,Commonwealth,70_to_74,410
Queenstown,Commonwealth,75_to_79,370
Queenstown,Commonwealth,80_to_84,300
Queenstown,Commonwealth,85_to_89,180
Queenstown,Commonwealth,90_and_over,100
Queenstown,Dover,0_to_4,370
Queenstown,Dover,5_to_9,560
Queenstown,Dover,10_to_14,660
Queenstown,Dover,15_to_19,610
Queenstown,Dover,20_to_24,650
Queenstown,Dover,25_to_29,660
Queenstown,Dover,30_to_34,540
Queenstown,Dover,35_to_39,710
Queenstown,Dover,40_to_44,920
Queenstown,Dover,45_to_49,950
Queenstown,Dover,50_to_54,890
Queenstown,Dover,55_to_59,810
Queenstown,Dover,60_to_64,720
Queenstown,Dover,65_to_69,620
Queenstown,Dover,70_to_74,590
Queenstown,Dover,75_to_79,370
Queenstown,Dover,80_to_84,310
Queenstown,Dover,85_to_89,130
Queenstown,Dover,90_and_over,70
Queenstown,Ghim Moh,0_to_4,850
Queenstown,Ghim Moh,5_to_9,590
Queenstown,Ghim Moh,10_to_14,540
Queenstown,Ghim Moh,15_to_19,520
Queenstown,Ghim Moh,20_to_24,620
Queenstown,Ghim Moh,25_to_29,830
Queenstown,Ghim Moh,30_to_34,1370
Queenstown,Ghim Moh,35_to_39,1070
Queenstown,Ghim Moh,40_to_44,890
Queenstown,Ghim Moh,45_to_49,920
Queenstown,Ghim Moh,50_to_54,810
Queenstown,Ghim Moh,55_to_59,820
Queenstown,Ghim Moh,60_to_64,830
Queenstown,Ghim Moh,65_to_69,820
Queenstown,Ghim Moh,70_to_74,850
Queenstown,Ghim Moh,75_to_79,630
Queenstown,Ghim Moh,80_to_84,450
Queenstown,Ghim Moh,85_to_89,250
Queenstown,Ghim Moh,90_and_over,130
Queenstown,Holland Drive,0_to_4,400
Queenstown,Holland Drive,5_to_9,350
Queenstown,Holland Drive,10_to_14,400
Queenstown,Holland Drive,15_to_19,490
Queenstown,Holland Drive,20_to_24,550
Queenstown,Holland Drive,25_to_29,810
Queenstown,Holland Drive,30_to_34,800
Queenstown,Holland Drive,35_to_39,790
Queenstown,Holland Drive,40_to_44,930
Queenstown,Holland Drive,45_to_49,1090
Queenstown,Holland Drive,50_to_54,990
Queenstown,Holland Drive,55_to_59,930
Queenstown,Holland Drive,60_to_64,900
Queenstown,Holland Drive,65_to_69,880
Queenstown,Holland Drive,70_to_74,870
Queenstown,Holland Drive,75_to_79,750
Queenstown,Holland Drive,80_to_84,560
Queenstown,Holland Drive,85_to_89,250
Queenstown,Holland Drive,90_and_over,160
Queenstown,Kent Ridge,0_to_4,0
Queenstown,Kent Ridge,5_to_9,0
Queenstown,Kent Ridge,10_to_14,0
Queenstown,Kent Ridge,15_to_19,0
Queenstown,Kent Ridge,20_to_24,0
Queenstown,Kent Ridge,25_to_29,0
Queenstown,Kent Ridge,30_to_34,0
Queenstown,Kent Ridge,35_to_39,0
Queenstown,Kent Ridge,40_to_44,0
Queenstown,Kent Ridge,45_to_49,0
Queenstown,Kent Ridge,50_to_54,0
Queenstown,Kent Ridge,55_to_59,0
Queenstown,Kent Ridge,60_to_64,0
Queenstown,Kent Ridge,65_to_69,0
Queenstown,Kent Ridge,70_to_74,0
Queenstown,Kent Ridge,75_to_79,0
Queenstown,Kent Ridge,80_to_84,0
Queenstown,Kent Ridge,85_to_89,0
Queenstown,Kent Ridge,90_and_over,0
Queenstown,Margaret Drive,0_to_4,1190
Queenstown,Margaret Drive,5_to_9,1140
Queenstown,Margaret Drive,10_to_14,740
Queenstown,Margaret Drive,15_to_19,580
Queenstown,Margaret Drive,20_to_24,550
Queenstown,Margaret Drive,25_to_29,780
Queenstown,Margaret Drive,30_to_34,1440
Queenstown,Margaret Drive,35_to_39,1900
Queenstown,Margaret Drive,40_to_44,1470
Queenstown,Margaret Drive,45_to_49,1060
Queenstown,Margaret Drive,50_to_54,840
Queenstown,Margaret Drive,55_to_59,790
Queenstown,Margaret Drive,60_to_64,710
Queenstown,Margaret Drive,65_to_69,740
Queenstown,Margaret Drive,70_to_74,540
Queenstown,Margaret Drive,75_to_79,400
Queenstown,Margaret Drive,80_to_84,330
Queenstown,Margaret Drive,85_to_89,180
Queenstown,Margaret Drive,90_and_over,110
Queenstown,Mei Chin,0_to_4,450
Queenstown,Mei Chin,5_to_9,560
Queenstown,Mei Chin,10_to_14,740
Queenstown,Mei Chin,15_to_19,810
Queenstown,Mei Chin,20_to_24,970
Queenstown,Mei Chin,25_to_29,1080
Queenstown,Mei Chin,30_to_34,930
Queenstown,Mei Chin,35_to_39,900
Queenstown,Mei Chin,40_to_44,1030
Queenstown,Mei Chin,45_to_49,1190
Queenstown,Mei Chin,50_to_54,1300
Queenstown,Mei Chin,55_to_59,1340
Queenstown,Mei Chin,60_to_64,1200
Queenstown,Mei Chin,65_to_69,950
Queenstown,Mei Chin,70_to_74,700
Queenstown,Mei Chin,75_to_79,560
Queenstown,Mei Chin,80_to_84,480
Queenstown,Mei Chin,85_to_89,290
Queenstown,Mei Chin,90_and_over,140
Queenstown,National University Of S'pore,0_to_4,10
Queenstown,National University Of S'pore,5_to_9,20
Queenstown,National University Of S'pore,10_to_14,10
Queenstown,National University Of S'pore,15_to_19,0
Queenstown,National University Of S'pore,20_to_24,150
Queenstown,National University Of S'pore,25_to_29,30
Queenstown,National University Of S'pore,30_to_34,20
Queenstown,National University Of S'pore,35_to_39,20
Queenstown,National University Of S'pore,40_to_44,20
Queenstown,National University Of S'pore,45_to_49,20
Queenstown,National University Of S'pore,50_to_54,20
Queenstown,National University Of S'pore,55_to_59,20
Queenstown,National University Of S'pore,60_to_64,0
Queenstown,National University Of S'pore,65_to_69,0
Queenstown,National University Of S'pore,70_to_74,0
Queenstown,National University Of S'pore,75_to_79,0
Queenstown,National University Of S'pore,80_to_84,0
Queenstown,National University Of S'pore,85_to_89,0
Queenstown,National University Of S'pore,90_and_over,0
Queenstown,One North,0_to_4,40
Queenstown,One North,5_to_9,70
Queenstown,One North,10_to_14,50
Queenstown,One North,15_to_19,30
Queenstown,One North,20_to_24,20
Queenstown,One North,25_to_29,30
Queenstown,One North,30_to_34,50
Queenstown,One North,35_to_39,90
Queenstown,One North,40_to_44,80
Queenstown,One North,45_to_49,100
Queenstown,One North,50_to_54,80
Queenstown,One North,55_to_59,40
Queenstown,One North,60_to_64,10
Queenstown,One North,65_to_69,20
Queenstown,One North,70_to_74,10
Queenstown,One North,75_to_79,0
Queenstown,One North,80_to_84,0
Queenstown,One North,85_to_89,0
Queenstown,One North,90_and_over,0
Queenstown,Pasir Panjang 1,0_to_4,170
Queenstown,Pasir Panjang 1,5_to_9,190
Queenstown,Pasir Panjang 1,10_to_14,240
Queenstown,Pasir Panjang 1,15_to_19,250
Queenstown,Pasir Panjang 1,20_to_24,270
Queenstown,Pasir Panjang 1,25_to_29,340
Queenstown,Pasir Panjang 1,30_to_34,300
Queenstown,Pasir Panjang 1,35_to_39,370
Queenstown,Pasir Panjang 1,40_to_44,400
Queenstown,Pasir Panjang 1,45_to_49,410
Queenstown,Pasir Panjang 1,50_to_54,340
Queenstown,Pasir Panjang 1,55_to_59,300
Queenstown,Pasir Panjang 1,60_to_64,290
Queenstown,Pasir Panjang 1,65_to_69,220
Queenstown,Pasir Panjang 1,70_to_74,160
Queenstown,Pasir Panjang 1,75_to_79,90
Queenstown,Pasir Panjang 1,80_to_84,50
Queenstown,Pasir Panjang 1,85_to_89,40
Queenstown,Pasir Panjang 1,90_and_over,0
Queenstown,Pasir Panjang 2,0_to_4,100
Queenstown,Pasir Panjang 2,5_to_9,120
Queenstown,Pasir Panjang 2,10_to_14,140
Queenstown,Pasir Panjang 2,15_to_19,160
Queenstown,Pasir Panjang 2,20_to_24,210
Queenstown,Pasir Panjang 2,25_to_29,230
Queenstown,Pasir Panjang 2,30_to_34,180
Queenstown,Pasir Panjang 2,35_to_39,180
Queenstown,Pasir Panjang 2,40_to_44,230
Queenstown,Pasir Panjang 2,45_to_49,200
Queenstown,Pasir Panjang 2,50_to_54,230
Queenstown,Pasir Panjang 2,55_to_59,230
Queenstown,Pasir Panjang 2,60_to_64,260
Queenstown,Pasir Panjang 2,65_to_69,270
Queenstown,Pasir Panjang 2,70_to_74,140
Queenstown,Pasir Panjang 2,75_to_79,70
Queenstown,Pasir Panjang 2,80_to_84,40
Queenstown,Pasir Panjang 2,85_to_89,0
Queenstown,Pasir Panjang 2,90_and_over,10
Queenstown,Port,0_to_4,0
Queenstown,Port,5_to_9,0
Queenstown,Port,10_to_14,0
Queenstown,Port,15_to_19,0
Queenstown,Port,20_to_24,0
Queenstown,Port,25_to_29,10
Queenstown,Port,30_to_34,10
Queenstown,Port,35_to_39,0
Queenstown,Port,40_to_44,0
Queenstown,Port,45_to_49,0
Queenstown,Port,50_to_54,0
Queenstown,Port,55_to_59,10
Queenstown,Port,60_to_64,10
Queenstown,Port,65_to_69,0
Queenstown,Port,70_to_74,10
Queenstown,Port,75_to_79,0
Queenstown,Port,80_to_84,0
Queenstown,Port,85_to_89,0
Queenstown,Port,90_and_over,0
Queenstown,Queensway,0_to_4,0
Queenstown,Queensway,5_to_9,0
Queenstown,Queensway,10_to_14,10
Queenstown,Queensway,15_to_19,0
Queenstown,Queensway,20_to_24,20
Queenstown,Queensway,25_to_29,20
Queenstown,Queensway,30_to_34,20
Queenstown,Queensway,35_to_39,30
Queenstown,Queensway,40_to_44,20
Queenstown,Queensway,45_to_49,40
Queenstown,Queensway,50_to_54,30
Queenstown,Queensway,55_to_59,30
Queenstown,Queensway,60_to_64,20
Queenstown,Queensway,65_to_69,20
Queenstown,Queensway,70_to_74,20
Queenstown,Queensway,75_to_79,10
Queenstown,Queensway,80_to_84,0
Queenstown,Queensway,85_to_89,0
Queenstown,Queensway,90_and_over,0
Queenstown,Singapore Polytechnic,0_to_4,0
Queenstown,Singapore Polytechnic,5_to_9,0
Queenstown,Singapore Polytechnic,10_to_14,10
Queenstown,Singapore Polytechnic,15_to_19,0
Queenstown,Singapore Polytechnic,20_to_24,10
Queenstown,Singapore Polytechnic,25_to_29,0
Queenstown,Singapore Polytechnic,30_to_34,10
Queenstown,Singapore Polytechnic,35_to_39,10
Queenstown,Singapore Polytechnic,40_to_44,20
Queenstown,Singapore Polytechnic,45_to_49,20
Queenstown,Singapore Polytechnic,50_to_54,10
Queenstown,Singapore Polytechnic,55_to_59,10
Queenstown,Singapore Polytechnic,60_to_64,0
Queenstown,Singapore Polytechnic,65_to_69,0
Queenstown,Singapore Polytechnic,70_to_74,0
Queenstown,Singapore Polytechnic,75_to_79,0
Queenstown,Singapore Polytechnic,80_to_84,0
Queenstown,Singapore Polytechnic,85_to_89,0
Queenstown,Singapore Polytechnic,90_and_over,0
Queenstown,Tanglin Halt,0_to_4,430
Queenstown,Tanglin Halt,5_to_9,430
Queenstown,Tanglin Halt,10_to_14,420
Queenstown,Tanglin Halt,15_to_19,420
Queenstown,Tanglin Halt,20_to_24,450
Queenstown,Tanglin Halt,25_to_29,670
Queenstown,Tanglin Halt,30_to_34,760
Queenstown,Tanglin Halt,35_to_39,810
Queenstown,Tanglin Halt,40_to_44,890
Queenstown,Tanglin Halt,45_to_49,920
Queenstown,Tanglin Halt,50_to_54,820
Queenstown,Tanglin Halt,55_to_59,860
Queenstown,Tanglin Halt,60_to_64,770
Queenstown,Tanglin Halt,65_to_69,720
Queenstown,Tanglin Halt,70_to_74,680
Queenstown,Tanglin Halt,75_to_79,500
Queenstown,Tanglin Halt,80_to_84,430
Queenstown,Tanglin Halt,85_to_89,270
Queenstown,Tanglin Halt,90_and_over,130
River Valley,Institution Hill,0_to_4,220
River Valley,Institution Hill,5_to_9,250
River Valley,Institution Hill,10_to_14,200
River Valley,Institution Hill,15_to_19,140
River Valley,Institution Hill,20_to_24,130
River Valley,Institution Hill,25_to_29,170
River Valley,Institution Hill,30_to_34,230
River Valley,Institution Hill,35_to_39,380
River Valley,Institution Hill,40_to_44,420
River Valley,Institution Hill,45_to_49,350
River Valley,Institution Hill,50_to_54,240
River Valley,Institution Hill,55_to_59,170
River Valley,Institution Hill,60_to_64,140
River Valley,Institution Hill,65_to_69,160
River Valley,Institution Hill,70_to_74,110
River Valley,Institution Hill,75_to_79,50
River Valley,Institution Hill,80_to_84,30
River Valley,Institution Hill,85_to_89,20
River Valley,Institution Hill,90_and_over,10
River Valley,Leonie Hill,0_to_4,110
River Valley,Leonie Hill,5_to_9,160
River Valley,Leonie Hill,10_to_14,160
River Valley,Leonie Hill,15_to_19,180
River Valley,Leonie Hill,20_to_24,140
River Valley,Leonie Hill,25_to_29,180
River Valley,Leonie Hill,30_to_34,180
River Valley,Leonie Hill,35_to_39,260
River Valley,Leonie Hill,40_to_44,300
River Valley,Leonie Hill,45_to_49,390
River Valley,Leonie Hill,50_to_54,270
River Valley,Leonie Hill,55_to_59,200
River Valley,Leonie Hill,60_to_64,170
River Valley,Leonie Hill,65_to_69,120
River Valley,Leonie Hill,70_to_74,100
River Valley,Leonie Hill,75_to_79,40
River Valley,Leonie Hill,80_to_84,20
River Valley,Leonie Hill,85_to_89,20
River Valley,Leonie Hill,90_and_over,10
River Valley,One Tree Hill,0_to_4,90
River Valley,One Tree Hill,5_to_9,110
River Valley,One Tree Hill,10_to_14,100
River Valley,One Tree Hill,15_to_19,110
River Valley,One Tree Hill,20_to_24,110
River Valley,One Tree Hill,25_to_29,110
River Valley,One Tree Hill,30_to_34,100
River Valley,One Tree Hill,35_to_39,140
River Valley,One Tree Hill,40_to_44,160
River Valley,One Tree Hill,45_to_49,190
